RID,AlignID,tmean,FoundIn,Name.1,MatchFactor.1,DB.Id.1,CAS.1,Formula.1,Name.2,MatchFactor.2,DB.Id.2,CAS.2,Formula.2,Name.3,MatchFactor.3,DB.Id.3,CAS.3,Formula.3,Name.4,MatchFactor.4,DB.Id.4,CAS.4,Formula.4,Name.5,MatchFactor.5,DB.Id.5,CAS.5,Formula.5,Name.6,MatchFactor.6,DB.Id.6,CAS.6,Formula.6,Name.7,MatchFactor.7,DB.Id.7,CAS.7,Formula.7,Name.8,MatchFactor.8,DB.Id.8,CAS.8,Formula.8,Name.9,MatchFactor.9,DB.Id.9,CAS.9,Formula.9,Name.10,MatchFactor.10,DB.Id.10,CAS.10,Formula.10,Name.11,MatchFactor.11,DB.Id.11,CAS.11,Formula.11,Name.12,MatchFactor.12,DB.Id.12,CAS.12,Formula.12,Name.13,MatchFactor.13,DB.Id.13,CAS.13,Formula.13,Name.14,MatchFactor.14,DB.Id.14,CAS.14,Formula.14,Name.15,MatchFactor.15,DB.Id.15,CAS.15,Formula.15,Name.16,MatchFactor.16,DB.Id.16,CAS.16,Formula.16,Name.17,MatchFactor.17,DB.Id.17,CAS.17,Formula.17,Name.18,MatchFactor.18,DB.Id.18,CAS.18,Formula.18,Name.19,MatchFactor.19,DB.Id.19,CAS.19,Formula.19,Name.20,MatchFactor.20,DB.Id.20,CAS.20,Formula.20
685,934,27.7477,100,n-Hexadecanoic acid,97.18,348434,57-10-3,C16H32O2,n-Hexadecanoic acid,94.81,3606,57-10-3,C16H32O2,"l-(+)-Ascorbic acid 2,6-dihexadecanoate",94.42,214289,28474-90-0,C38H68O8,n-Hexadecanoic acid,91.07,307522,57-10-3,C16H32O2,Pentadecanoic acid,90.98,247057,1002-84-2,C15H30O2,n-Hexadecanoic acid,90.84,331135,57-10-3,C16H32O2,Octadecanoic acid,90.7,247651,57-11-4,C18H36O2,Pentadecanoic acid,90.7,307527,1002-84-2,C15H30O2,Eicosanoic acid,90.36,324504,506-30-9,C20H40O2,Eicosanoic acid,88.76,324505,506-30-9,C20H40O2,Eicosanoic acid,88.72,247059,506-30-9,C20H40O2,Tetradecanoic acid,88.5,247657,544-63-8,C14H28O2,Tridecanoic acid,88.41,307525,638-53-9,C13H26O2,Tridecanoic acid,88.05,247654,638-53-9,C13H26O2,Octadecanoic acid,87.76,331136,57-11-4,C18H36O2,Tetradecanoic acid,87.2,307529,544-63-8,C14H28O2,Dodecanoic acid,87.16,307534,143-07-7,C12H24O2,Octadecanoic acid,87.15,319044,57-11-4,C18H36O2,Dodecanoic acid,86.74,348430,143-07-7,C12H24O2,Tridecanoic acid,86.73,307524,638-53-9,C13H26O2
687,935,27.8514,100,"Xanthine, 1,3,7,8-tetramethyl-",98.2,151828,832-66-6,C9H12N4O2,"Xanthine, 1,3,7,8-tetramethyl-",95.19,335830,832-66-6,C9H12N4O2,"Xanthine, 1,3,7,8-tetramethyl-",95.1,335829,832-66-6,C9H12N4O2,5-Iodohistidine,87.76,151829,,C6H8IN3O2,4-(2-Ethyl-3-methyl-5(2H)-isoxazolylidene)-3-methyl-5(4H)-isoxazolone,86.75,151827,,C10H12N2O3,"4-(2,4-Dioxo-1,2,3,4-tetrahydro-pyrimidin-5-yl)-4-aza-tricyclo[5.2.1.0(2,6)]dec-8-ene-3,5-dione",81.38,296717,,C13H11N3O4,"2-(Hydroxymethyl)-6-[(E)-4-(1,2,4-trihydroxy-2,6,6-trimethylcyclohexyl)but-3-en-2-yl]oxyoxane-3,4,5-triol, heptaacetate",81.06,151651,,C33H48O16,"l-Leucine, N-(3-fluorobenzoyl)-, octadecyl ester",80.88,151875,,C31H52FNO3,"Pyrrolidine, 2-(ethoxymethyl)-3-[N-(2-ethoxymethyl)-3,4(2H)-dihydropyrrol-5-yl]imino-",79.79,151631,,C14H25N3O2,"(2R,4aS,5S,8aS)-2,5-Dipentyldecahydroquinoline",79.71,152155,220024-74-8,C19H37N,"1H-Purine-8-propanoic acid, .alpha.-amino-2,3,6,7-tetrahydro-1,3,7-trimethyl-2,6-dioxo-",79.69,152114,,C11H15N5O4,"Acetic acid, (1,3-dimethyl-2,4-dioxo-1,2,3,4-tetrahydropteridin-6-yl) ester",79.6,151641,,C10H10N4O4,"(8aS,9R,10S,12aR)-10-[(Cyclohexylmethyl)amino]-9-propyldecahydro-1H,5H-benzo[b]pyrrolo[1,2-a]azepin-5-one",79.4,151675,1549724-00-6,C23H40N2O,"(8aS,9R,10R,12aR)-10-((Cyclohexylmethyl)amino)-9-propyldecahydro-1H,5H-benzo[b]pyrrolo[1,2-a]azepin-5-one",79.26,151676,1549724-63-1,C23H40N2O,"l-Leucine, N-(3-fluorobenzoyl)-, heptadecyl ester",79.03,151879,,C30H50FNO3,"4-Isopropyl-2,6,7-trioxa-1-phosphabicyclo[2.2.2]octane 1-sulphide",78.24,335822,51486-56-7,C7H13O3PS,"Glycine, N-(but-3-yn-1-yl)oxycarbonyl-, but-3-yn-1-yl ester",78.22,151670,,C17H23NO4,"Glycine, 2-cyclohexyl-N-(but-3-yn-1-yl)oxycarbonyl-, tridecyl ester",78.14,152169,,C26H45NO4,"Glycine, 2-cyclohexyl-N-(but-2-yn-1-yl)oxycarbonyl-, but-2-yn-1-yl ester",78.12,151663,,C17H23NO4,"Glycine, 2-cyclohexyl-N-(but-3-yn-1-yl)oxycarbonyl-, undecyl ester",78.05,152167,,C24H41NO4
688,936,27.852,100,"Xanthine, 1,3,7,8-tetramethyl-",98.08,151828,832-66-6,C9H12N4O2,"Xanthine, 1,3,7,8-tetramethyl-",95.07,335830,832-66-6,C9H12N4O2,"Xanthine, 1,3,7,8-tetramethyl-",94.98,335829,832-66-6,C9H12N4O2,5-Iodohistidine,87.73,151829,,C6H8IN3O2,4-(2-Ethyl-3-methyl-5(2H)-isoxazolylidene)-3-methyl-5(4H)-isoxazolone,87.17,151827,,C10H12N2O3,"4-(2,4-Dioxo-1,2,3,4-tetrahydro-pyrimidin-5-yl)-4-aza-tricyclo[5.2.1.0(2,6)]dec-8-ene-3,5-dione",81.58,296717,,C13H11N3O4,"2-(Hydroxymethyl)-6-[(E)-4-(1,2,4-trihydroxy-2,6,6-trimethylcyclohexyl)but-3-en-2-yl]oxyoxane-3,4,5-triol, heptaacetate",81.41,151651,,C33H48O16,"l-Leucine, N-(3-fluorobenzoyl)-, octadecyl ester",80.72,151875,,C31H52FNO3,"(2R,4aS,5S,8aS)-2,5-Dipentyldecahydroquinoline",80.18,152155,220024-74-8,C19H37N,"Pyrrolidine, 2-(ethoxymethyl)-3-[N-(2-ethoxymethyl)-3,4(2H)-dihydropyrrol-5-yl]imino-",80.18,151631,,C14H25N3O2,"Acetic acid, (1,3-dimethyl-2,4-dioxo-1,2,3,4-tetrahydropteridin-6-yl) ester",79.84,151641,,C10H10N4O4,"1H-Purine-8-propanoic acid, .alpha.-amino-2,3,6,7-tetrahydro-1,3,7-trimethyl-2,6-dioxo-",79.81,152114,,C11H15N5O4,"(8aS,9R,10S,12aR)-10-[(Cyclohexylmethyl)amino]-9-propyldecahydro-1H,5H-benzo[b]pyrrolo[1,2-a]azepin-5-one",79.76,151675,1549724-00-6,C23H40N2O,"(8aS,9R,10R,12aR)-10-((Cyclohexylmethyl)amino)-9-propyldecahydro-1H,5H-benzo[b]pyrrolo[1,2-a]azepin-5-one",79.64,151676,1549724-63-1,C23H40N2O,"l-Leucine, N-(3-fluorobenzoyl)-, heptadecyl ester",78.83,151879,,C30H50FNO3,"Glycine, N-(but-3-yn-1-yl)oxycarbonyl-, but-3-yn-1-yl ester",78.74,151670,,C17H23NO4,"Glycine, 2-cyclohexyl-N-(but-3-yn-1-yl)oxycarbonyl-, tridecyl ester",78.69,152169,,C26H45NO4,"Pyrazolo[5,1-c][1,2,4]triazine, 6-(fluoroacetyl)-4,6-dihydro-3-methyl-4-methylene-",78.63,77614,6763-70-8,C9H9FN4O,"Glycine, 2-cyclohexyl-N-(but-3-yn-1-yl)oxycarbonyl-, undecyl ester",78.61,152167,,C24H41NO4,"Glycine, 2-cyclohexyl-N-(but-2-yn-1-yl)oxycarbonyl-, but-2-yn-1-yl ester",78.6,151663,,C17H23NO4
686,937,27.8509,100,"Xanthine, 1,3,7,8-tetramethyl-",98.27,335829,832-66-6,C9H12N4O2,"Xanthine, 1,3,7,8-tetramethyl-",98.21,335830,832-66-6,C9H12N4O2,"Xanthine, 1,3,7,8-tetramethyl-",96.56,151828,832-66-6,C9H12N4O2,"l-Leucine, N-(3-fluorobenzoyl)-, octadecyl ester",95.58,151875,,C31H52FNO3,"l-Leucine, N-(3-fluorobenzoyl)-, heptadecyl ester",93.84,151879,,C30H50FNO3,4-(2-Ethyl-3-methyl-5(2H)-isoxazolylidene)-3-methyl-5(4H)-isoxazolone,93.76,151827,,C10H12N2O3,"Acetic acid, (1,3-dimethyl-2,4-dioxo-1,2,3,4-tetrahydropteridin-6-yl) ester",93.26,151641,,C10H10N4O4,"(2R,4aS,5S,8aS)-2,5-Dipentyldecahydroquinoline",92.94,152155,220024-74-8,C19H37N,"Pyrazolo[5,1-c][1,2,4]triazine, 6-(fluoroacetyl)-4,6-dihydro-3-methyl-4-methylene-",92.82,77614,6763-70-8,C9H9FN4O,"Glycine, 2-cyclohexyl-N-(but-3-yn-1-yl)oxycarbonyl-, undecyl ester",92.45,152167,,C24H41NO4,2-iodo-1-methyl-1H-imidazole,92.43,151672,37067-95-1,C4H5IN2,"Glycine, 2-cyclohexyl-N-(but-3-yn-1-yl)oxycarbonyl-, tridecyl ester",92.42,152169,,C26H45NO4,"Glycine, 2-cyclohexyl-N-(but-3-yn-1-yl)oxycarbonyl-, decyl ester",92.41,152166,,C23H39NO4,"Glycine, 2-cyclohexyl-N-(but-3-yn-1-yl)oxycarbonyl-, dodecyl ester",92.39,152168,,C25H43NO4,"Glycine, 2-cyclohexyl-N-(but-3-yn-1-yl)oxycarbonyl-, nonyl ester",92.29,152165,,C22H37NO4,"Glycine, 2-cyclohexyl-N-(but-3-yn-1-yl)oxycarbonyl-, octyl ester",92.2,152164,,C21H35NO4,"Glycine, 2-cyclohexyl-N-(but-3-yn-1-yl)oxycarbonyl-, tetradecyl ester",92.1,152170,,C27H47NO4,"Glycine, N-(but-3-yn-1-yl)oxycarbonyl-, but-3-yn-1-yl ester",92.03,151670,,C17H23NO4,"Glycine, 2-cyclohexyl-N-(but-3-yn-1-yl)oxycarbonyl-, heptyl ester",92.01,152163,,C20H33NO4,"3,4-Dimethoxycinnamic acid",91.99,335880,2316-26-9,C11H12O4
689,939,27.9361,100,"Isophthalic acid, cis-hex-3-enyl heptadecyl ester",86.29,265858,,C31H50O4,"Isophthalic acid, dodecyl trans-hex-3-enyl ester",85.85,265850,,C26H40O4,"Isophthalic acid, cis-hex-3-enyl hexadecyl ester",85.81,265857,,C30H48O4,"Isophthalic acid, cis-hex-3-enyl pentadecyl ester",85.79,265856,,C29H46O4,"Isophthalic acid, decyl trans-hex-3-enyl ester",85.15,265848,,C24H36O4,"Isophthalic acid, cis-hex-3-enyl decyl ester",84.94,265852,,C24H36O4,"Isophthalic acid, trans-hex-3-enyl undecyl ester",84.91,265849,,C25H38O4,"Isophthalic acid, cis-hex-3-enyl tetradecyl ester",84.34,265855,,C28H44O4,"Isophthalic acid, cis-hex-3-enyl undecyl ester",84.14,265853,,C25H38O4,"Isophthalic acid, cis-hex-3-enyl nonyl ester",83.86,265851,,C23H34O4,"Isophthalic acid, nonyl trans-hex-3-enyl ester",83.41,265847,,C23H34O4,"Isophthalic acid, cis-hex-3-enyl tridecyl ester",83.34,265854,,C27H42O4,"Isophthalic acid, cis-hex-3-enyl dodecyl ester",83.08,265206,,C26H40O4,Di(Z)-hex-3-enyl phthalate,82.91,327352,,C20H26O4,"1-(4-Piperidinyl)-2-pyrrolidinone, N-trimethylacetyl-",82.77,265066,,C14H24N2O2,"1-Benzenesulfonylpiperidine-4-carboxylic acid, allylamide",82.69,104576,,C15H20N2O3S,Di(Z)-hex-3-enyl phthalate,82.63,78757,,C20H26O4,"N-(4-Piperidinyl)cyclopropanecarboxamide, N'-trimethylacetyl-",82.01,265031,1379174-00-1,C14H24N2O2,Di(E)-hex-3-enyl phthalate,81.96,78758,,C20H26O4,"Isophthalic acid, octyl trans-hex-3-enyl ester",81.57,265205,,C22H32O4
691,941,27.9575,100,"Benzeneacetic acid, 4-hydroxy-3,5-dimethoxy-, methyl ester",97.8,105364,151292-83-0,C11H14O5,"Hydroquinone, TBDMS derivative",96.42,104560,108534-47-0,C12H20O2Si,"2,4-Hexadienedioic acid, 3,4-diethyl-, dimethyl ester, (Z,Z)-",95.88,105079,31447-54-8,C12H18O4,Allylescaline,95.85,105125,39201-76-8,C13H19NO3,Nicolaioidesin B,95.83,105081,475579-26-1,C26H30O4,"2,6-Dimethyl-1-nonen-3-yn-5-ol, TMS derivative",95.78,104551,,C14H26OSi,"1-Butanone, 3-methyl-1-(2,4,6-trihydroxy-3-methylphenyl)-",95.71,105359,49583-27-9,C12H16O4,Nicolaioidesin A,95.68,105080,475579-25-0,C26H30O4,"2,4-Hexadienedioic acid, 3-methyl-4-propyl-, dimethyl ester, (E,Z)-",95.66,105076,58367-44-5,C12H18O4,"Benzaldehyde, 4-[[4-(acetyloxy)-3,5-dimethoxyphenyl]methoxy]-3-methoxy-",95.63,104517,55525-41-2,C19H20O7,"2,4-Hexadienedioic acid, 3-methyl-4-propyl-, dimethyl ester, (Z,E)-",95.62,105088,69796-13-0,C12H18O4,Nicolaioidesin C,95.51,105082,475579-27-2,C26H30O4,"Thiazole, 2-(2-thienyl)-",95.48,232010,42140-95-4,C7H5NS2,"Pyrimidine, 4,6-dimethoxy-5-acetyl-",95.36,258907,98792-85-9,C8H10N2O3,"Benzene, 1,1'-tetradecylidenebis-",95.31,105078,55268-63-8,C26H38,"1,1'-Biphenyl, 4-pentyl-",95.26,105357,7116-96-3,C17H20,"Heptane, 1,1-diphenyl-",95.22,330724,1530-05-8,C19H24,"S-(4-Acetyl-5-(furan-2-yl)-4H-1,2,4-triazol-3-yl) ethanethioate",95.06,104388,,C10H9N3O3S,"2-(tert-Butyl)benzenethiol, S-(tert-butyldimethylsilyl)-",95.01,104552,,C16H28SSi,"Heptane, 1,1-diphenyl-",95,330723,1530-05-8,C19H24
690,942,27.9433,100,"Dopacetamide, diacetate",94.07,35872,125789-99-3,C12H13NO5,Dichlofluanid,91.05,322068,1085-98-9,C9H11Cl2FN2O2S2,Dichlofluanid,90.51,35878,1085-98-9,C9H11Cl2FN2O2S2,"Benz[d]isoxazole-5-ol-4-one, 4,5,6,7-tetrahydro-3-methyl-",88.9,35873,,C8H9NO3,"3-Pyridinecarboxylic acid, 1,4,5,6-tetrahydro-4-[[(2-methoxyphenyl)amino]carbonyl]-2-methyl-6-oxo-, methyl ester",86.66,35875,,C16H18N2O5,"Benzamide, 2-fluoro-N-ethyl-",86.58,35874,,C9H10FNO,"Pyrazole-5-carboxylic acid, 1-ethyl-4-nitro-",86.53,104748,,C6H7N3O4,4-Chloro-3-nitrocoumarin,86.27,35876,38464-20-9,C9H4ClNO4,Dichlofluanid,86.12,321815,1085-98-9,C9H11Cl2FN2O2S2,"2,5-Diamino-4-cyano-imidazole-1-carboxylic acid, t-butyl ester",85.4,227616,,C9H13N5O2,"Piperazine, 1-(2-fluorobenzoyl)-4-diphenylacetyl-",85.39,35879,333756-16-4,C25H23FN2O2,"3-Pyridinecarboxylic acid, 1,4,5,6-tetrahydro-4-[[(4-methoxyphenyl)amino]carbonyl]-2-methyl-6-oxo-, methyl ester",83.49,35068,,C16H18N2O5,"3-Amino-5,6-dimethyl-2-pyrazinecarboxylic acid",83.19,34959,6294-71-9,C7H9N3O2,"Benzamide, 4-fluoro-N-(1-methyl-3-phenylpropyl)-",82.61,35877,,C17H18FNO,Dichlofluanid,82.61,322067,1085-98-9,C9H11Cl2FN2O2S2,"(3,4-Dimethyl-5-oxo-1,5-dihydropyrrol-2-ylidene)acetic acid, t-butyl ester",81.62,35521,,C12H17NO3,"Benzamide, 2-fluoro-N,N-dimethyl-",81.6,35835,,C9H10FNO,"Benzamide, 3-fluoro-N-methyl-N-(3-methylbutyl)-",80.96,34699,,C13H18FNO,Cyphenothrin,80.92,35966,39515-40-7,C24H25NO3,"Benzamide, 3-fluoro-N-methyl-N-octadecyl-",80.91,35673,,C26H44FNO
692,944,28.0873,100,"Furan, 3-(1,1-dimethylethyl)-2,3-dihydro-",87.93,238070,34314-82-4,C8H14O,"Cyclopentanone, 2,2,5-trimethyl-",86.34,170507,4573-09-5,C8H14O,Diisopropylcyanamide,84.77,306093,3085-76-5,C7H14N2,Diisopropylcyanamide,84.25,238655,3085-76-5,C7H14N2,"4-Amino-2,2,5,5-tetramethyl-3-imidazoline-1-oxyl",84.02,40329,69826-42-2,C7H14N3O,"3,4-Dimethyl cyclohexanone",83.84,237994,5465-09-8,C8H14O,"1,1-Dicyclopropylethanol",83.63,235487,,C8H14O,"1-Octene, 2-methyl-",83.16,169443,4588-18-5,C9H18,"2-{[1-(3-Methoxypropyl)-1H-1,2,3-triazol-4-yl]methyl}-4-(4-methylpiperazin-1-yl)isothiazolidine 1,1-dioxide",83.05,242896,1333142-86-1,C15H28N6O3S,2-Methyl-2-octene,82.73,238055,16993-86-5,C9H18,"Piperidine, 2,2,6,6-tetramethyl-",82.62,322685,768-66-1,C9H19N,"Piperidine, 2,2,6,6-tetramethyl-",82.52,322684,768-66-1,C9H19N,N-(N-Allylformamide)ethyleneimine,82.13,266661,30530-01-9,C6H10N2O,"Furan, 2,3-dihydro-3-(1-methylpropyl)-",81.92,238116,56805-32-4,C8H14O,"5-Hepten-3-one, 5-methyl-",81.92,182634,1190-34-7,C8H14O,"Piperidine, 2,2,6,6-tetramethyl-",81.72,40455,768-66-1,C9H19N,"3,4-Dimethyl cyclohexanone",81.55,305912,5465-09-8,C8H14O,Crotonic anhydride,81.07,237867,623-68-7,C8H10O3,2-Methyl-2-octene,81.04,305939,16993-86-5,C9H18,"1,3-Cyclopentanedione, 2,2-dimethyl-",80.78,254430,3883-58-7,C7H10O2
693,946,28.2981,99,"Valerolactimether, (NB)-O-[(diethylboryloxy)(ethyl)boryl]-",86.89,139235,,C11H23B2NO2,"3,3'-Dimethyl-5-methoxy-4,5'-biisoxazole",86.73,138826,19668-80-5,C9H10N2O3,"1,8-Dimethyl-3,6-diazahomoadamantan-9-one",85.23,347777,123366-49-4,C11H18N2O,"1,8-Dimethyl-3,6-diazahomoadamantan-9-one",83.79,232097,123366-49-4,C11H18N2O,Caffeine,83.15,334261,58-08-2,C8H10N4O2,4-Phenanthrenol,82.2,334277,7651-86-7,C14H10O,"1-Methyl-2,5-dipropyldecahydroquinoline",82.11,139266,1159498-73-3,C16H31N,"(4R,6S,9aR)-4,6-Dibutyloctahydro-1H-quinolizine",81.71,139275,,C17H33N,"2,4,7(1H,3H,8H)-Pteridinetrione, 6-methyl-",81.7,138979,31053-46-0,C7H6N4O3,2-(tert-Butylsulfonyl)-N'-hydroxyethanimidamide,81.12,214343,164982-43-8,C6H14N2O3S,"Amoxicillin, N-trimethylsilyl-, O-trimethylsilyl ester",80.89,138865,,C22H35N3O5SSi2,"Cyclopentene, 1-iodo-",80.86,236863,17497-52-8,C5H7I,4-Iodoimidazole,80.83,334241,71759-89-2,C3H3IN2,"Cefadroxil, O,O'-bis(trimethylsilyl)-",80.77,138864,,C22H33N3O5SSi2,"Pyrrole-2-carboxylic acid, 3,5-dimethyl-4-(3-methyl-2-nitro-1-oxobutyl)-, ethyl ester",80.75,139039,,C14H20N2O5,Caffeine,80.72,334260,58-08-2,C8H10N4O2,"N-(4-Hydroxyphenyl)-N-methyl-2-thiophenesulfonamide, TMS",80.65,138866,,C14H19NO3S2Si,"3,5-Dinitro-2-methoxybenzoic acid",80.57,139264,6083-67-6,C8H6N2O7,"9Z,11E-Tetradecadien-1-yl acetate, adduct with 4-methyl-1,2,4-triazolin-3,5-dione",80.57,139473,131916-26-2,C19H31N3O4,"2,4,7-Pteridinetriol, 6-propyl-",80.43,138912,31053-48-2,C9H10N4O3
694,947,28.4214,100,"Cyclodecasiloxane, eicosamethyl-",91.24,254024,18772-36-6,C20H60O10Si10,"2-(2',4',4',6',6',8',8'-Heptamethyltetrasiloxan-2'-yloxy)-2,4,4,6,6,8,8,10,10-nonamethylcyclopentasiloxane",86.01,246949,145344-72-5,C16H48O10Si9,"3-Isopropoxy-1,1,1,7,7,7-hexamethyl-3,5,5-tris(trimethylsiloxy)tetrasiloxane",83.51,250644,71579-69-6,C18H52O7Si7,"Cycloheptasiloxane, tetradecamethyl-",82.58,254026,107-50-6,C14H42O7Si7,"Cycloheptasiloxane, tetradecamethyl-",81.79,340376,107-50-6,C14H42O7Si7,"3-Butoxy-1,1,1,7,7,7-hexamethyl-3,5,5-tris(trimethylsiloxy)tetrasiloxane",80.48,250674,72439-84-0,C19H54O7Si7,5-(p-Aminophenyl)-4-(O-tolyl)-2-thiazolamine,80.34,195492,,C16H15N3S,"3-Ethoxy-1,1,1,7,7,7-hexamethyl-3,5,5-tris(trimethylsiloxy)tetrasiloxane",79.84,251309,72439-79-3,C17H50O7Si7,"Benzoic acid, 4-methyl-2-trimethylsilyloxy-, TMS",78.84,340379,,C14H24O3Si2,"Cyclotetrasiloxane, octamethyl-",78.76,195644,556-67-2,C8H24O4Si4,"1,1,3,3,5,5,7,7-Octamethyl-7-(2-methylpropoxy)tetrasiloxan-1-ol",78.6,195367,,C12H34O5Si4,"5-Methylsalicylic acid, 2TMS derivative",78.56,340377,910615-60-0,C14H24O3Si2,"Benzoic acid, 4-methyl-2-trimethylsilyloxy-, TMS",78.34,195390,,C14H24O3Si2,"2,4-Dihydroxy-3-methylbenzaldehyde, 2TMS",78.31,195607,,C14H24O3Si2,"3-Methylsalicylic acid, 2TMS derivative",78.16,340378,,C14H24O3Si2,"Cyclotetrasiloxane, octamethyl-",78.05,340388,556-67-2,C8H24O4Si4,"1-[2,4-Bis(trimethylsiloxy)phenyl]-2-[(4-trimethylsiloxy)phenyl]propan-1-one",78,195608,102907-88-0,C24H38O4Si3,"Cyclotetrasiloxane, octamethyl-",77.96,340385,556-67-2,C8H24O4Si4,"5-Methylsalicylic acid, 2TMS derivative",77.92,195374,910615-60-0,C14H24O3Si2,"1-(2,4-Dihydroxyphenyl)-2-(3,5-dimethoxyphenyl)propan-1-one, 2TMS derivative",77.87,195605,,C23H34O5Si2
695,948,28.5602,100,Theophylline,99.23,332487,58-55-9,C7H8N4O2,Theophylline,99.01,332486,58-55-9,C7H8N4O2,Theophylline,98.94,332485,58-55-9,C7H8N4O2,Theophylline,98.73,332484,58-55-9,C7H8N4O2,"Theophylline, N-acetyl-",98.68,120999,,C9H10N4O3,"7-Acetyl-1,3-dimethyl-1H-purine-2,6(3H,7H)-dione",98.67,120998,,C9H10N4O3,"l-Leucine, N-(2-furoyl)-, octyl ester",98,121107,,C19H31NO4,"l-Leucine, N-(2-furoyl)-, heptyl ester",97.94,121106,,C18H29NO4,Theophylline,97.91,121000,58-55-9,C7H8N4O2,"l-Leucine, N-(2-furoyl)-, hexyl ester",97.57,121105,,C17H27NO4,"l-Leucine, N-(2-furoyl)-, decyl ester",97.36,121109,,C21H35NO4,"l-Leucine, N-(2-furoyl)-, nonyl ester",97.23,121108,,C20H33NO4,"l-Leucine, N-(2-furoyl)-, isobutyl ester",96.93,121104,,C15H23NO4,"l-Leucine, N-(2-furoyl)-, undecyl ester",96.68,121111,,C22H37NO4,"l-Leucine, N-(2-furoyl)-, dodecyl ester",95.96,121112,,C23H39NO4,"l-Leucine, N-(2-furoyl)-, pentadecyl ester",94.96,121114,,C26H45NO4,"l-Leucine, N-(2-furoyl)-, tetradecyl ester",94.21,121113,,C25H43NO4,"l-Leucine, N-(2-furoyl)-, hexadecyl ester",93.98,121115,,C27H47NO4,"Furane-2-carboxamide, N-propyl-N-(hept-2-yl)-",93.92,289516,,C15H25NO2,"l-Leucine, N-(2-furoyl)-, heptadecyl ester",93.25,121116,,C28H49NO4
696,949,28.62,100,trans-Sinapyl alcohol,97.99,153594,20675-96-1,C11H14O4,cis-Sinapyl alcohol,97.19,153592,104330-63-4,C11H14O4,"3-Phenylbicyclo(3.2.2)nona-3,6-dien-2-one",87.12,153595,73830-83-8,C15H14O,"4-Ethoxyphenol, TMS",86.57,251652,,C11H18O2Si,"4-Ethoxy-2,5-dimethoxybenzaldehyde",82.64,153593,,C11H14O4,"Phenol, 2-chloro-4-cyclohexyl-",79.47,105309,3964-61-2,C12H15ClO,"2-Fluoro-5-(trifluoromethoxy)phenol, methyl ether",79.06,153348,928716-14-7,C8H6F4O2,"4,6-Bis(ethylamino)-1,3,5-triazine-2-carboxamide",79.03,105306,293329-79-0,C8H14N6O,"1-Butyl-6,7-difluoro-1,3-benzimidazole",78.52,105310,1375069-34-3,C11H12F2N2,"Phenazine, 2-methoxy-",77.42,153599,2876-18-8,C13H10N2O,"5-Methyl-2-(methylthio)[1,2,4]triazolo[1,5-a]pyrimidin-7(1H)-one, N-methyl",77.32,153597,113362-33-7,C8H10N4OS,"2-Butenal, 3-methyl-, dibutylhydrazone",76.41,330759,75268-13-2,C13H26N2,[4-(2-Pyridin-4-yl-vinyl)-phenoxy]acetic acid,76.2,153598,117934-00-6,C15H13NO3,"1-Hexene, 1-iodo-, (E)-",76.08,246645,16644-98-7,C6H11I,Desaspidinol,75.89,105313,437-72-9,C11H14O4,"2-Butenal, 3-methyl-, dibutylhydrazone",75.62,105308,75268-13-2,C13H26N2,"Acridine-9-carboxamide, 1,2,3,4-tetrahydro-N-(2-hydroxyphenyl)-",75.58,153651,324053-87-4,C20H18N2O2,4-Chloro-3-methoxy-1H-2-benzopyran-1-one,75.17,105314,24672-89-7,C10H7ClO3,"4-((2R,5S)-7-(Cyclohexylsulfonyl)-1-oxa-7-azaspiro[4.5]decan-2-yl)butan-2-one",74.71,153310,1465869-06-0,C18H31NO4S,"1,3-benzenedicarboxaldehyde, 4-hydroxy-5,6-dimethoxy-",74.65,153591,,C10H10O5
698,950,28.6374,100,Diethylene glycol monododecyl ether,97.69,202309,3055-93-4,C16H34O3,Hexadecylmethylglycerol,90.75,230741,96960-92-8,C20H42O3,3-(Hexadecyloxy)propan-1-ol,90.3,214373,9035-85-2,C19H40O2,"Carbonic acid, eicosyl vinyl ester",88.4,212127,,C23H44O3,"Ethanol, 2-(hexadecyloxy)-",87.72,346417,2136-71-2,C18H38O2,"Oxirane, [(hexadecyloxy)methyl]-",87.64,195824,15965-99-8,C19H38O2,1-(2-Propen-1-yloxy)dodecane,87.62,187004,6145-80-8,C15H30O,"Tetradecane, 1-fluoro-",87.56,268901,593-33-9,C14H29F,"Carbonic acid, octadecyl vinyl ester",87.56,212128,,C21H40O3,"Silane, (1,1-dimethylethyl)dimethyl(tetratriacontyl)-",87.44,257380,,C40H84OSi,"Octatetracontane, 1-iodo-",87.33,209972,40710-70-1,C48H97I,"Carbonic acid, tridecyl vinyl ester",87.27,209919,,C16H30O3,"Ethanol, 2-(octadecyloxy)-",87.26,198072,2136-72-3,C20H42O2,"Oxalic acid, cyclobutyl tetradecyl ester",87.24,143943,,C20H36O4,"Carbonic acid, eicosyl prop-1-en-2-yl ester",87.14,196875,,C24H46O3,"Ethanol, 2-(hexadecyloxy)-",87.14,198064,2136-71-2,C18H38O2,"Carbonic acid, tetradecyl vinyl ester",87.13,209918,,C17H32O3,"Oxalic acid, cyclobutyl pentadecyl ester",87.08,143939,,C21H38O4,"Methoxyacetic acid, 2-pentadecyl ester",87.08,106700,,C18H36O3,"Oxalic acid, cyclobutyl tridecyl ester",87.06,143938,,C19H34O4
